Quinnipiac,2016,2/27 - 3/04,2016 General Election: Rubio vs. Clinton
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Ryan vs. Clinton
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Christie vs. Biden
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Rubio vs. Biden
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Ryan vs. Biden
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Christie vs. Cuomo
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Rubio vs. Cuomo
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Ryan vs. Cuomo
Suffolk,2016,2/27 - 3/05,2016 New Hampshire Presidential Republican Primary
Rasmussen,2016,2/28 - 3/01,2016 National Presidential General Election
Rasmussen,2016,2/28 - 3/01,2016 General Election: Bush vs. Clinton
Rasmussen,2016,2/28 - 3/01,2016 National Presidential General Election
PPP (D),2016,2/28 - 3/02,2016 Arizona Senate GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Senate GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Senate GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential GE
PPP (D),2016,2/28 - 3/02,2016 Arizona Presidential Republican Primary
McClatchy/Marist,2016,3/01 - 3/04,2016 National GOP Primary
McClatchy/Marist,2016,3/01 - 3/04,2016 National Democratic Primary
McClatchy/Marist,2016,3/01 - 3/04,2016 General Election: Rubio vs. Clinton
McClatchy/Marist,2016,3/01 - 3/04,2016 General Election: Walker vs. Clinton
McClatchy/Marist,2016,3/01 - 3/04,2016 National Presidential General Election
McClatchy/Marist,2016,3/01 - 3/04,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,3/01 - 3/04,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,3/01 - 3/04,2016 General Election: Cruz vs. Clinton
Rasmussen,2016,3/01 - 3/05,2016 National House GE
PPP (D),2016,3/02 - 3/03,2016 Ohio Presidential GE
PPP (D),2016,3/02 - 3/03,2016 Ohio Presidential GE
PPP (D),2016,3/02 - 3/03,2016 Ohio Senate GE
PPP (D),2016,3/02 - 3/03,2016 Ohio Senate GE
FOX,2016,3/02 - 3/04,2016 General Election: Christie vs. Clinton
FOX,2016,3/02 - 3/04,2016 General Election: Bush vs. Clinton
FOX,2016,3/02 - 3/04,2016 General Election: Cruz vs. Clinton
Dan Jones & Associates (UtahPolicy.com),2016,3/03 - 3/05,2016 Utah Presidential Republican Primary
Dan Jones & Associates (UtahPolicy.com),2016,3/03 - 3/05,2016 Utah Presidential Democratic Primary
Mason-Dixon,2016,3/03 - 3/05,2016 Florida Senate GE
Mason-Dixon,2016,3/03 - 3/05,2016 Florida Senate GE
Mason-Dixon,2016,3/03 - 3/05,2016 Florida Senate GE
Mason-Dixon,2016,3/03 - 3/05,2016 Florida Senate GE
Rasmussen,2016,3/04 - 3/05,2016 General Election: Bush vs. Clinton
Quinnipiac,2016,3/05 - 3/10,2016 Iowa Presidential GE
Quinnipiac,2016,3/05 - 3/10,2016 Iowa Presidential GE
Quinnipiac,2016,3/05 - 3/10,2016 Iowa Presidential GE
Quinnipiac,2016,3/05 - 3/10,2016 Iowa Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Senate GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Senate GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Senate GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Senate GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Senate GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential Republican Primary
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential Democratic Primary
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
PPP (D),2016,3/06 - 3/08,2016 Wisconsin Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential Republican Primary
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential Democratic Primary 
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
Quinnipiac,2016,3/06 - 3/09,2016 Connecticut Presidential GE
PPP (D),2016,3/06 - 3/09,2016 General Election: Bush vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 General Election: Christie vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 General Election: Cruz vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 General Election: Huckabee vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 General Election: Paul vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 National Presidential General Election
PPP (D),2016,3/06 - 3/09,2016 General Election: Rubio vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 General Election: Ryan vs. Clinton
PPP (D),2016,3/06 - 3/09,2016 National Presidential General Election
PPP (D),2016,3/06 - 3/09,2016 National Presidential General Election
PPP (D),2016,3/06 - 3/09,2016 National GOP Primary
PPP (D),2016,3/06 - 3/09,2016 National Democratic Primary
PPP (D),2016,3/06 - 3/09,2016 North Carolina Presidential GE
PPP (D),2016,3/06 - 3/09,2016 North Carolina Presidential GE
PPP (D),2016,3/06 - 3/09,2016 North Carolina Presidential GE
PPP (D),2016,3/06 - 3/09,2016 North Carolina Presidential GE
PPP (D),2016,3/06 - 3/09,2016 North Carolina Presidential Republican Primary
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
Quinnipiac,2016,3/06 - 3/11,2016 Pennsylvania Presidential GE
YouGov/Economist,2016,3/07 - 3/09,2016 National Democratic Primary
CNN,2016,3/07 - 3/09,2016 National GOP Primary
CNN,2016,3/07 - 3/09,2016 National Democratic Primary
Bloomberg,2016,3/07 - 3/10,2016 General Election: Christie vs. Clinton
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Ryan vs. Clinton
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Christie vs. Clinton
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Bush vs. Clinton
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Rubio vs. Clinton
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Ryan vs. Cuomo
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Christie vs. Cuomo
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 National Presidential General Election
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Rubio vs. Cuomo
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Ryan vs. Biden
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Christie vs. Biden
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Bush vs. Biden
Ipsos/Reuters (Web),2016,3/10 - 3/14,2016 General Election: Rubio vs. Biden
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential Republican Primary
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential Democratic Primary
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
Quinnipiac,2016,3/11 - 3/16,2016 New York Presidential GE
CNN,2016,3/13 - 3/15,2016 National GOP Primary
CNN,2016,3/13 - 3/15,2016 National Democratic Primary
CNN,2016,3/13 - 3/15,2016 General Election: Bush vs. Clinton
CNN,2016,3/13 - 3/15,2016 General Election: Christie vs. Clinton
CNN,2016,3/13 - 3/15,2016 General Election: Rubio vs. Clinton
CNN,2016,3/13 - 3/15,2016 General Election: Huckabee vs. Clinton
CNN,2016,3/13 - 3/15,2016 General Election: Paul vs. Clinton
CNN,2016,3/13 - 3/15,2016 National Presidential General Election
CNN,2016,3/13 - 3/15,2016 General Election: Walker vs. Clinton
Change/Revsix/InsideMichigan,2016,3/13 - 3/16,2016 Michigan CD-07
Change/Revsix/InsideMichigan,2016,3/13 - 3/16,2016 Michigan CD-07
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential GE
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential GE
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential GE
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential GE
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential GE
PPP (D),2016,3/13 - 3/16,2016 Colorado Presidential Republican Primary
Quinnipiac,2016,3/13 - 3/18,2016 Florida Presidential GE
Quinnipiac,2016,3/13 - 3/18,2016 Florida Presidential GE
YouGov/Economist,2016,3/14 - 3/16,2016 National Democratic Primary
Emerson College Polling Society,2016,3/14 - 3/19,2016 Massachusetts Presidential Republican Primary
Emerson College Polling Society,2016,3/14 - 3/19,2016 Massachusetts Presidential Democratic Primary
Emerson College Polling Society,2016,3/14 - 3/19,2016 Massachusetts Presidential GE
Emerson College Polling Society,2016,3/14 - 3/19,2016 Massachusetts Presidential GE
Emerson College Polling Society,2016,3/14 - 3/19,2016 Massachusetts Presidential GE
Saint Leo University,2016,3/15 - 3/19,2016 National Republican Primary
Saint Leo University,2016,3/15 - 3/19,2016 National Democratic Primary
Saint Leo University,2016,3/15 - 3/19,2016 General Election: Christie vs. Clinton
Saint Leo University,2016,3/15 - 3/19,2016 General Election: Paul vs. Clinton
Saint Leo University,2016,3/15 - 3/19,2016 General Election: Bush vs. Clinton
Saint Leo University,2016,3/15 - 3/19,2016 General Election: Walker vs. Clinton
Saint Leo University,2016,3/15 - 3/19,2016 General Election: Rubio vs. Clinton
Rasmussen,2016,3/15 - 3/19,2016 National House GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential Republican Primary
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential Democratic Primary
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Presidential GE
Saint Leo University,2016,3/15 - 3/21,2016 Florida Senate Democratic Primary
InsiderAdvantage,2016,3/17 - 3/18,2016 Georgia Presidential Republican Primary
Franklin and Marshall College,2016,3/17 - 3/23,2016 Pennsylvania Senate GE
Gravis Marketing/Howie Carr,2016,3/18 - 3/19,2016 New Hampshire Presidential Republican Primary
Gravis Marketing/Howie Carr,2016,3/18 - 3/19,2016 New Hampshire Presidential Democratic Primary
Gravis Marketing/Howie Carr,2016,3/18 - 3/19,2016 New Hampshire Senate GE
Wilson Perkins Allen Opinion Research (R),2016,3/18 - 3/20,2016 National GOP Primary
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate GE
PPP (D),2016,3/19 - 3/22,2016 Florida Senate Republican Primary 
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential Republican Primary
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential Democratic Primary
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
PPP (D),2016,3/19 - 3/22,2016 Florida Presidential GE
Quinnipiac,2016,3/19 - 3/24,2016 Virginia Presidential GE
Quinnipiac,2016,3/19 - 3/24,2016 Virginia Presidential GE
Quinnipiac,2016,3/19 - 3/24,2016 Virginia Presidential GE
Quinnipiac,2016,3/19 - 3/24,2016 Virginia Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
PPP (D),2016,3/20 - 3/23,2016 New Mexico Presidential GE
YouGov/Economist,2016,3/21 - 3/23,2016 National Republican Primary
YouGov/Economist,2016,3/21 - 3/23,2016 National Democratic Primary
Suffolk,2016,3/21 - 3/24,2016 New Hampshire Presidential Republican Primary
Magellan (R-Lane Grigsby),2016,3/24 - 3/26,2016 Louisiana Presidential GE
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Christie vs. Clinton
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Rubio vs. Clinton
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Christie vs. Biden
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Rubio vs. Biden
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Paul vs. Biden
McClatchy/Marist,2016,3/25 - 3/27,2016 General Election: Bush vs. Biden
Reason/Rupe,2016,3/26 - 3/30,2016 National Democratic Primary
Reason/Rupe,2016,3/26 - 3/30,2016 National GOP Primary
Quinnipiac,2016,3/26 - 4/01,2016 National GOP Primary
PPP (D),2016,3/27 - 3/30,2016 National GOP Primary
PPP (D),2016,3/27 - 3/30,2016 National Democratic Primary
PPP (D),2016,3/27 - 3/30,2016 General Election: Christie vs. Clinton
PPP (D),2016,3/27 - 3/30,2016 General Election: Paul vs. Clinton
PPP (D),2016,3/27 - 3/30,2016 General Election: Rubio vs. Clinton
PPP (D),2016,3/27 - 3/30,2016 General Election: Ryan vs. Clinton
PPP (D),2016,3/27 - 3/30,2016 General Election: Christie vs. Biden
PPP (D),2016,3/27 - 3/30,2016 General Election: Paul vs. Biden
PPP (D),2016,3/27 - 3/30,2016 General Election: Rubio vs. Biden
PPP (D),2016,3/27 - 3/30,2016 General Election: Ryan vs. Biden
Wilson Perkins Allen Opinion Research (R),2016,3/30 - 3/30,2016 Iowa Presidential Republican Caucus
PPP (D),2016,4/03 - 4/06,2016 North Carolina Gubernatorial GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Gubernatorial GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Presidential GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Presidential GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Presidential GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Presidential GE
PPP (D),2016,4/03 - 4/06,2016 North Carolina Presidential Republican Primary
PPP (D),2016,4/03 - 4/06,2016 Michigan Presidential GE
PPP (D),2016,4/03 - 4/06,2016 Michigan Presidential GE
PPP (D),2016,4/03 - 4/06,2016 Michigan Presidential GE
PPP (D),2016,4/03 - 4/06,2016 Michigan Presidential GE
PPP (D),2016,4/03 - 4/06,2016 Michigan Presidential Republican Primary
Suffolk,2016,4/03 - 4/08,2016 Iowa Presidential Republican Caucus
Suffolk,2016,4/03 - 4/08,2016 Iowa Presidential Democratic Caucus
UNH/WMUR,2016,4/04 - 4/09,2016 New Hampshire Presidential Republican Primary
UNH/WMUR,2016,4/04 - 4/09,2016 New Hampshire Presidential Democratic Primary
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Ryan vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Christie vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Huckabee vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Cruz vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 General Election: Rubio vs. Clinton
McClatchy/Marist,2016,4/07 - 4/10,2016 National GOP Primary
Loras College,2016,4/08 - 4/09,2016 Iowa Presidential Republican Caucus
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential GE
PPP (D),2016,4/10 - 4/13,2016 Texas Presidential Republican Primary
PPP (D),2016,4/11 - 4/14,2016 North Carolina Presidential GE
PPP (D),2016,4/11 - 4/14,2016 North Carolina Presidential GE
FOX,2016,4/13 - 4/15,2016 National Democratic Primary
FOX,2016,4/13 - 4/15,2016 National GOP Primary
FOX,2016,4/13 - 4/15,2016 General Election: Christie vs. Clinton
FOX,2016,4/13 - 4/15,2016 General Election: Bush vs. Clinton
FOX,2016,4/13 - 4/15,2016 General Election: Paul vs. Clinton
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Wisconsin Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Michigan Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Ohio Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Iowa Presidential Republican Caucus
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 North Carolina Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Louisiana Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Colorado Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Florida Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Arkansas Presidential Republican Primary
Magellan (R-Liberty Foundation of America),2016,4/14 - 4/15,2016 Alaska Presidential Republican Primary
Quinnipiac,2016,4/15 - 4/21,2016 Colorado Presidential GE
Quinnipiac,2016,4/15 - 4/21,2016 Colorado Presidential GE
Quinnipiac,2016,4/15 - 4/21,2016 Colorado Presidential GE
Quinnipiac,2016,4/15 - 4/21,2016 Colorado Presidential GE
PPP (D),2016,4/17 - 4/20,2016 Wisconsin Senate GE
PPP (D),2016,4/17 - 4/20,2016 Wisconsin Senate GE
PPP (D),2016,4/17 - 4/20,2016 Wisconsin Presidential GE
PPP (D),2016,4/17 - 4/20,2016 Wisconsin Presidential GE
